,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score,Outer fold iteration,Best model,Test error
0,0.07657186190287273,0.013754919419201619,0.007628202438354492,0.005687332199829179,,sqrt,2,20,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 20}",0.9041666666666667,0.8854166666666666,0.8979166666666667,0.8958333333333334,0.0077951195557790665,25,1.0,1.0,1.0,1.0,0.0,0,0,0.10416666666666663
1,0.19165285428365073,0.021028645305235464,0.005348364512125651,0.0039709130828136634,,sqrt,2,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",0.9125,0.91875,0.9166666666666666,0.9159722222222221,0.0025983731852596724,11,1.0,1.0,1.0,1.0,0.0,0,0,0.08402777777777792
2,0.36377708117167157,0.018134525976944937,0.010233322779337565,0.007239925981562199,,sqrt,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.9166666666666666,0.93125,0.9291666666666667,0.9256944444444445,0.006440012844094268,2,1.0,1.0,1.0,1.0,0.0,0,0,0.07430555555555551
3,0.07415707906087239,0.0128783165179454,0.006059090296427409,0.006845572023349417,,sqrt,5,20,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 20}",0.8854166666666666,0.9,0.9166666666666666,0.9006944444444445,0.012767205771423774,21,0.9989583333333333,1.0,0.996875,0.9986111111111112,0.001299186592629856,0,0,0.09930555555555554
4,0.1795962651570638,0.018364391216272816,0.01345205307006836,0.0040501887232844555,,sqrt,5,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",0.9083333333333333,0.9166666666666666,0.925,0.9166666666666666,0.006804138174397738,10,1.0,1.0,0.9979166666666667,0.9993055555555556,0.0009820927516479793,0,0,0.08333333333333337
5,0.34595505396525067,0.007956818042636404,0.015683571497599285,0.002381528027329766,,sqrt,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.9208333333333333,0.9270833333333334,0.93125,0.9263888888888889,0.004280843057617377,1,1.0,1.0,1.0,1.0,0.0,0,1,0.07361111111111107
6,0.06590183575948079,0.013153248475266562,0.0009969075520833333,0.0014098401805884126,,sqrt,10,20,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 20}",0.875,0.8958333333333334,0.9041666666666667,0.8916666666666667,0.012266334536566462,27,0.9927083333333333,0.9916666666666667,0.9854166666666667,0.9899305555555555,0.0032200064220470922,0,0,0.10833333333333328
7,0.1527735392252604,0.004202866666599712,0.010415871938069662,0.0073651350403039165,,sqrt,10,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 50}",0.9041666666666667,0.9166666666666666,0.9166666666666666,0.9125,0.005892556509887875,15,0.996875,0.9927083333333333,0.9947916666666666,0.9947916666666666,0.0017010345435994232,0,0,0.08750000000000002
8,0.33359384536743164,0.01951706059723928,0.015667279561360676,2.7712905230108017e-05,,sqrt,10,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.9145833333333333,0.9166666666666666,0.9229166666666667,0.9180555555555555,0.0035409857733283614,8,0.996875,0.9947916666666666,0.9958333333333333,0.9958333333333332,0.0008505172717997115,0,0,0.08194444444444449
9,0.0643008550008138,0.0013527341609416374,0.00974575678507487,0.006941008721768186,20,sqrt,2,20,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 20}",0.8958333333333334,0.8958333333333334,0.9041666666666667,0.8986111111111111,0.003928371006591917,22,1.0,1.0,1.0,1.0,0.0,0,0,0.10138888888888886
10,0.17755897839864096,0.004170879869069235,0.005208810170491536,0.007366369986936045,20,sqrt,2,50,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",0.9041666666666667,0.9208333333333333,0.9208333333333333,0.9152777777777777,0.007856742013183834,12,1.0,1.0,1.0,1.0,0.0,0,0,0.08472222222222225
11,0.35544466972351074,0.015361123045904767,0.004542191823323567,0.00391926313603494,20,sqrt,2,100,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.9166666666666666,0.9145833333333333,0.9270833333333334,0.9194444444444444,0.005468061023619346,6,1.0,1.0,1.0,1.0,0.0,0,0,0.0805555555555556
12,0.07334542274475098,0.007398309486704776,0.0,0.0,20,sqrt,5,20,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 20}",0.8854166666666666,0.9104166666666667,0.9125,0.9027777777777778,0.01230558690740928,20,0.9989583333333333,0.9989583333333333,0.9958333333333333,0.9979166666666667,0.0014731391274719428,0,0,0.09722222222222221
13,0.17109060287475586,0.0055962317474601364,0.0052979787190755205,0.003746610858214289,20,sqrt,5,50,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",0.8979166666666667,0.9104166666666667,0.91875,0.9090277777777778,0.00856168611523466,17,1.0,1.0,1.0,1.0,0.0,0,0,0.09097222222222223
14,0.3663185437520345,0.02078436080479574,0.01500995953877767,0.0014592789055893113,20,sqrt,5,100,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.91875,0.91875,0.9270833333333334,0.9215277777777778,0.00392837100659197,3,1.0,0.9989583333333333,0.9989583333333333,0.9993055555555556,0.0004910463758240158,0,0,0.07847222222222217
15,0.08809518814086914,0.010437213842838614,0.0028148492177327475,0.0020557980882406086,20,sqrt,10,20,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 20}",0.90625,0.86875,0.9125,0.8958333333333334,0.0193200385322827,25,0.984375,0.9854166666666667,0.990625,0.9868055555555556,0.0027340305118096378,0,0,0.10416666666666663
16,0.18880407015482584,0.008552299364711902,0.002131382624308268,0.0030142302139031124,20,sqrt,10,50,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 50}",0.9083333333333333,0.90625,0.9208333333333333,0.9118055555555555,0.006440012844094216,16,0.996875,0.99375,0.9947916666666666,0.9951388888888889,0.0012991865926298164,0,0,0.08819444444444446
17,0.35461219151814777,0.04856385835047828,0.00960087776184082,0.006863627582879117,20,sqrt,10,100,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.9083333333333333,0.9208333333333333,0.925,0.9180555555555555,0.007081971546656657,8,0.996875,0.99375,0.9958333333333333,0.9954861111111111,0.0012991865926298164,0,0,0.08194444444444449
18,0.08086864153544109,0.004825528298701676,0.0048482418060302734,0.005168393726554374,50,sqrt,2,20,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 20}",0.9020833333333333,0.8875,0.9020833333333333,0.8972222222222221,0.006874649261535907,24,0.9989583333333333,1.0,1.0,0.9996527777777778,0.0004910463758240158,0,0,0.10277777777777786
19,0.20645586649576822,0.010592789702832858,0.008782545725504557,0.0024535466681807586,50,sqrt,2,50,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",0.9020833333333333,0.90625,0.9145833333333333,0.9076388888888888,0.005196746370519345,18,1.0,1.0,1.0,1.0,0.0,0,0,0.09236111111111123
20,0.39891624450683594,0.0034675684097950784,0.017332951227823894,0.003838541874644345,50,sqrt,2,100,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.91875,0.9166666666666666,0.9291666666666667,0.9215277777777778,0.005468061023619346,3,1.0,1.0,1.0,1.0,0.0,0,0,0.07847222222222217
21,0.08358558019002278,0.0014938812034205346,0.006196657816569011,0.007481484512721575,50,sqrt,5,20,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 20}",0.8958333333333334,0.9104166666666667,0.9083333333333333,0.904861111111111,0.006440012844094216,19,1.0,1.0,1.0,1.0,0.0,0,0,0.095138888888889
22,0.17667452494303384,0.012947662633726563,0.009686549504597982,0.004201433033450703,50,sqrt,5,50,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",0.9041666666666667,0.9208333333333333,0.93125,0.9187500000000001,0.01115442944736737,7,0.9989583333333333,0.9989583333333333,1.0,0.9993055555555556,0.0004910463758240158,0,0,0.08124999999999993
23,0.34008487065633136,0.015134148853049091,0.01694480578104655,0.001864633203251004,50,sqrt,5,100,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.9125,0.9229166666666667,0.9270833333333334,0.9208333333333334,0.006133167268283255,5,1.0,1.0,1.0,1.0,0.0,0,0,0.07916666666666661
24,0.06970413525899251,0.006678719999883445,0.0035212834676106772,0.00497984683685518,50,sqrt,10,20,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 20}",0.88125,0.9,0.9125,0.8979166666666667,0.012842529172852037,23,0.9895833333333334,0.990625,0.9927083333333333,0.9909722222222221,0.0012991865926298164,0,0,0.1020833333333333
25,0.16499797503153482,0.007007941442066795,0.002170562744140625,0.003069639270745434,50,sqrt,10,50,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 50}",0.9229166666666667,0.9041666666666667,0.9166666666666666,0.9145833333333333,0.007795119555779057,13,0.9958333333333333,0.99375,0.9958333333333333,0.9951388888888889,0.0009820927516479793,0,0,0.0854166666666667
26,0.33015966415405273,0.0035599740447172365,0.014139095942179361,0.0021772196084704873,50,sqrt,10,100,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.9104166666666667,0.9104166666666667,0.9229166666666667,0.9145833333333333,0.005892556509887927,13,1.0,0.9947916666666666,0.9958333333333333,0.9968749999999998,0.002250257186947183,0,0,0.0854166666666667
0,0.07441171010335286,0.006357274719772844,0.0,0.0,,sqrt,2,20,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 20}",0.9208333333333333,0.8916666666666667,0.90625,0.90625,0.011907241805195963,22,1.0,1.0,1.0,1.0,0.0,1,0,0.09375
1,0.16712252298990884,0.015048034442826564,0.010441303253173828,0.007383140982118135,,sqrt,2,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",0.94375,0.8958333333333334,0.9125,0.9173611111111111,0.01986159673065983,14,1.0,1.0,1.0,1.0,0.0,1,0,0.08263888888888893
